Sample_ID,IGSN,Material,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,SO2,SO3,V2O5,ZnO,Fe,Mn,FeS2,S,S_(SLFI),C_(non-carb),TOC,Latitude,Longitute,Elevation,Tectonic,Rock,Reference,Method,Expedition,Analysis_Comment
JS20268-024, ,GL,50.19,1.42,15.14,,,,9.82,,,0.2,8.34,12.15,,2.69,0.1,0.12,,,,,,,,,,,,,,,,,9.8537,-104.274,-2558,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOSS, 2010",EMP,JASON 0268 , 
JS20268-025, ,GL,50.17,1.43,15.09,,,,9.91,,,0.18,8.11,12.09,,2.72,0.1,0.13,,,,,,,,,,,,,,,,,9.84,-104.274,-2514,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","GOSS, 2010",EMP,JASON 0268 , 
KAK1979-002-001, ,GL,48.62,2.16,17.4,,,,,8.72,,,6.62,10.71,,3.39,0.74,0.38,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-001, ,GL,48.62,2.16,17.4,,,,,8.72,,,6.62,10.71,,3.39,0.74,0.38,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-002, ,GL,48.54,2.16,17.21,,,,,8.77,,,6.54,10.66,,3.48,0.78,0.41,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-002, ,GL,48.54,2.16,17.21,,,,,8.77,,,6.54,10.66,,3.48,0.78,0.41,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-003, ,GL,48.48,2.21,17.05,,,,,8.73,,,6.54,10.88,,3.36,0.76,0.4,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-003, ,GL,48.48,2.21,17.05,,,,,8.73,,,6.54,10.88,,3.36,0.76,0.4,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-004, ,GL,48.57,2.16,17.55,,,,,8.76,,,6.62,10.71,,3.46,0.76,0.37,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-004, ,GL,48.57,2.16,17.55,,,,,8.76,,,6.62,10.71,,3.46,0.76,0.37,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-005, ,GL,48.38,2.2,17.64,,,,,8.78,,,6.6,10.77,,3.42,0.77,0.39,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-005, ,GL,48.38,2.2,17.64,,,,,8.78,,,6.6,10.77,,3.42,0.77,0.39,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-006, ,GL,48.21,2.15,17.4,,,,,8.79,,,6.58,10.78,,3.37,0.76,0.4,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-006, ,GL,48.21,2.15,17.4,,,,,8.79,,,6.58,10.78,,3.37,0.76,0.4,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-007, ,ROCK,48.38,2.12,17.5,,,,,8.72,,,6.59,10.69,,3.42,0.77,0.39,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1981",EMP,KK1979 , 
KAK1979-002-007, ,ROCK,48.38,2.12,17.5,,,,,8.72,,,6.59,10.69,,3.42,0.77,0.39,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1981",EMP,KK1979 , 
KAK1979-002-007, ,GL,48.38,2.12,17.5,,,,,8.72,,,6.59,10.69,,3.42,0.77,0.39,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-007, ,GL,48.38,2.12,17.5,,,,,8.72,,,6.59,10.69,,3.42,0.77,0.39,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-008, ,GL,48.32,2.16,17.49,,,,,8.73,,,6.61,10.72,,3.44,0.78,0.36,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-008, ,GL,48.32,2.16,17.49,,,,,8.73,,,6.61,10.72,,3.44,0.78,0.36,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-011, ,GL,47.98,2.25,17.32,,,,,8.75,,,6.59,10.87,,3.41,0.74,0.41,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-011, ,GL,47.98,2.25,17.32,,,,,8.75,,,6.59,10.87,,3.41,0.74,0.41,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-012, ,GL,48,2.21,17.45,,,,,8.8,,,6.64,10.88,,3.48,0.73,0.41,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-012, ,GL,48,2.21,17.45,,,,,8.8,,,6.64,10.88,,3.48,0.73,0.41,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-013, ,GL,48.04,2.21,17.57,,,,,8.78,,,6.66,10.86,,3.44,0.76,0.39,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-013, ,GL,48.04,2.21,17.57,,,,,8.78,,,6.66,10.86,,3.44,0.76,0.39,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-014, ,GL,48.46,2.15,17.51,,,,,8.63,,,6.77,10.88,,3.44,0.73,0.41,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-014, ,GL,48.46,2.15,17.51,,,,,8.63,,,6.77,10.88,,3.44,0.73,0.41,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-015, ,GL,48.38,2.19,17.59,,,,,8.59,,,6.7,10.82,,3.44,0.72,0.41,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-015, ,GL,48.38,2.19,17.59,,,,,8.59,,,6.7,10.82,,3.44,0.72,0.41,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-016, ,GL,48.16,2.15,17.48,,,,,8.67,,,6.56,10.82,,3.46,0.75,0.42,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-016, ,GL,48.16,2.15,17.48,,,,,8.67,,,6.56,10.82,,3.46,0.75,0.42,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-017, ,GL,48.37,2.1,17.77,,,,,8.64,,,6.59,10.71,,3.51,0.75,0.4,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-017, ,GL,48.37,2.1,17.77,,,,,8.64,,,6.59,10.71,,3.51,0.75,0.4,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-019, ,GL,48.45,2.2,17.41,,,,,8.71,,,6.6,10.87,,3.48,0.73,0.42,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-019, ,GL,48.45,2.2,17.41,,,,,8.71,,,6.6,10.87,,3.48,0.73,0.42,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-020, ,GL,48.31,2.17,17.44,,,,,8.68,,,6.6,10.83,,3.47,0.77,0.41,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-020, ,GL,48.31,2.17,17.44,,,,,8.68,,,6.6,10.83,,3.47,0.77,0.41,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-021, ,GL,49.08,2.17,17.66,,,,,8.7,,,6.52,10.84,,3.49,0.76,0.42,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-021, ,GL,49.08,2.17,17.66,,,,,8.7,,,6.52,10.84,,3.49,0.76,0.42,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-022, ,GL,48.62,2.32,17.44,,,,,8.85,,,6.74,10.66,,3.5,0.8,0.4,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-022, ,GL,48.62,2.32,17.44,,,,,8.85,,,6.74,10.66,,3.5,0.8,0.4,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-023, ,GL,48.86,2.24,17.82,,,,,8.75,,,6.88,10.82,,3.43,0.77,0.39,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-023, ,GL,48.86,2.24,17.82,,,,,8.75,,,6.88,10.82,,3.43,0.77,0.39,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-024, ,GL,48.95,2.25,17.38,,,,,8.71,,,6.77,10.72,,3.38,0.79,0.39,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-024, ,GL,48.95,2.25,17.38,,,,,8.71,,,6.77,10.72,,3.38,0.79,0.39,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-025, ,GL,49.17,2.2,17.55,,,,,8.54,,,6.75,10.68,,3.35,0.82,0.37,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-025, ,GL,49.17,2.2,17.55,,,,,8.54,,,6.75,10.68,,3.35,0.82,0.37,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-026, ,GL,49.06,2.23,17.58,,,,,8.65,,,6.73,10.75,,3.4,0.81,0.4,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-026, ,GL,49.06,2.23,17.58,,,,,8.65,,,6.73,10.75,,3.4,0.81,0.4,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-027, ,GL,49.05,2.14,17.52,,,,,8.81,,,6.62,10.76,,3.5,0.69,0.36,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-027, ,GL,49.05,2.14,17.52,,,,,8.81,,,6.62,10.76,,3.5,0.69,0.36,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-028, ,GL,48.74,2.13,17.4,,,,,8.81,,,6.68,10.74,,3.54,0.7,0.38,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-028, ,GL,48.74,2.13,17.4,,,,,8.81,,,6.68,10.74,,3.54,0.7,0.38,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-029, ,GL,48.68,2.2,17.24,,,,,9.01,,,6.61,10.91,,3.52,0.72,0.41,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-029, ,GL,48.68,2.2,17.24,,,,,9.01,,,6.61,10.91,,3.52,0.72,0.41,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-030, ,GL,48.92,2.11,17.5,,,,,8.8,,,6.71,10.7,,3.51,0.71,0.38,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-030, ,GL,48.92,2.11,17.5,,,,,8.8,,,6.71,10.7,,3.51,0.71,0.38,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-032, ,GL,48.77,2.22,17.35,,,,,8.86,,,6.81,10.82,,3.45,0.72,0.41,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-032, ,GL,48.77,2.22,17.35,,,,,8.86,,,6.81,10.82,,3.45,0.72,0.41,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-033, ,GL,48.36,2.19,17.27,,,,,8.69,,,6.64,10.64,,3.45,0.73,0.32,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-033, ,GL,48.36,2.19,17.27,,,,,8.69,,,6.64,10.64,,3.45,0.73,0.32,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-034, ,GL,48.5,2.12,17.54,,,,,8.69,,,6.69,10.61,,3.43,0.73,0.36,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-034, ,GL,48.5,2.12,17.54,,,,,8.69,,,6.69,10.61,,3.43,0.73,0.36,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-035, ,GL,48.69,2.14,17.72,,,,,8.69,,,6.76,10.68,,3.47,0.73,0.34,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-035, ,GL,48.69,2.14,17.72,,,,,8.69,,,6.76,10.68,,3.47,0.73,0.34,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-036, ,GL,48.27,2.2,17.46,,,,,8.65,,,6.52,10.77,,3.42,0.71,0.37,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-036, ,GL,48.27,2.2,17.46,,,,,8.65,,,6.52,10.77,,3.42,0.71,0.37,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-037, ,GL,48.53,2.13,17.51,,,,,8.69,,,6.62,10.79,,3.44,0.73,0.37,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-037, ,GL,48.53,2.13,17.51,,,,,8.69,,,6.62,10.79,,3.44,0.73,0.37,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-038, ,GL,48.66,2.15,17.6,,,,,8.66,,,6.53,10.7,,3.48,0.75,0.37,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-038, ,GL,48.66,2.15,17.6,,,,,8.66,,,6.53,10.7,,3.48,0.75,0.37,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-039, ,GL,48.17,2.14,17.54,,,,,8.65,,,6.53,10.78,,3.39,0.73,0.37,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-039, ,GL,48.17,2.14,17.54,,,,,8.65,,,6.53,10.78,,3.39,0.73,0.37,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-040, ,GL,48.39,2.16,17.57,,,,,8.66,,,6.51,10.74,,3.39,0.75,0.38,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-040, ,GL,48.39,2.16,17.57,,,,,8.66,,,6.51,10.74,,3.39,0.75,0.38,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-041, ,GL,48.83,2.14,17.58,,,,,8.66,,,6.74,10.85,,3.43,0.7,0.36,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-041, ,GL,48.83,2.14,17.58,,,,,8.66,,,6.74,10.85,,3.43,0.7,0.36,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-042, ,GL,48.75,2.16,17.44,,,,,8.7,,,6.59,10.9,,3.48,0.73,0.38,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-042, ,GL,48.75,2.16,17.44,,,,,8.7,,,6.59,10.9,,3.48,0.73,0.38,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-043, ,GL,48.48,2.09,17.95,,,,,8.68,,,6.61,10.82,,3.45,0.81,0.38,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-043, ,GL,48.48,2.09,17.95,,,,,8.68,,,6.61,10.82,,3.45,0.81,0.38,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-043, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,KK1979 , 
KAK1979-002-043, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2010",EMP,KK1979 , 
KAK1979-002-043, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.2,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,KK1979 , 
KAK1979-002-043, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.2,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",EMP,KK1979 , 
KAK1979-002-043, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.678,1353,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-002-043, ,GL,,,,,,,,,,,,,,,,,,,,,,,,,,8.678,1353,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","JENNER, 2012",LA-ICPMS,KK1979 , 
KAK1979-002-051, ,GL,48.82,2.18,17.67,,,,,8.76,,,6.68,10.77,,3.52,0.95,0.52,,,,,,,,,,,,,,,,,1.3783,-93.7248,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-002-051, ,GL,48.82,2.18,17.67,,,,,8.76,,,6.68,10.77,,3.52,0.95,0.52,,,,,,,,,,,,,,,,,1.38,-93.72,-2650,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-004, ,GL,50.88,1.48,14.12,,,,,11.75,,,6.89,11.56,,2.43,0.19,0.15,,,,,,,,,,,,,,,,,1.805,-93.6268,-2520,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1986",EMP,KK1979 , 
KAK1979-004, ,GL,50.85,1.28,14.6,,,,,10.77,,,7.43,12.1,,2.32,0.11,0.12,,,,,,,,,,,,,,,,,1.805,-93.6268,-2520,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1986",EMP,KK1979 , 
KAK1979-004, ,GL,50.96,1.18,14.76,,,,,10.52,,,7.65,12.19,,2.3,0.12,0.1,,,,,,,,,,,,,,,,,1.805,-93.6268,-2520,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1986",EMP,KK1979 , 
KAK1979-004-001, ,ROCK,50.96,1.2,14.73,,,,,10.5,,,7.58,12.26,,2.29,0.14,0.11,,,,,,,,,,,,,,,,,1.805,-93.6268,-2520,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1981",EMP,KK1979 , 
KAK1979-004-001, ,GL,50.96,1.2,14.73,,,,,10.5,,,7.58,12.26,,2.29,0.14,0.11,,,,,,,,,,,,,,,,,1.805,-93.6268,-2520,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-004-001r, ,GL,50.96,1.2,14.73,,,,,10.5,,,7.58,12.26,,2.29,0.14,0.11,,,,,,,,,,,,,,,,,1.805,-93.6268,-2520,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
KAK1979-004-002, ,ROCK,50.88,1.29,14.66,,,,,10.81,,,7.46,12.14,,2.34,0.1,0.13,,,,,,,,,,,,,,,,,1.805,-93.6268,-2520,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1981",EMP,KK1979 , 
KAK1979-004-002, ,GL,50.88,1.29,14.66,,,,,10.81,,,7.46,12.14,,2.34,0.1,0.13,,,,,,,,,,,,,,,,,1.805,-93.6268,-2520,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","MELSON, 2003",EMP,KK1979 , 
KAK1979-004-002T, ,GL,50.88,1.29,14.66,,,,,10.81,,,7.46,12.14,,2.34,0.1,0.13,,,,,,,,,,,,,,,,,1.805,-93.6268,-2520,SPREADING_CENTER,"BASALT, igneous:volcanic:mafic","CHRISTIE, 1984",EMP,KK1979 , 
